RK,Unnamed: 1,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,Unnamed: 20,Unnamed: 21,2010,Drafted?,Draft Pick,Draft Year
395,Bilal Benn,G-F,30,36.0,13.5,5.0,12.5,39.6,1.1,4.0,27.3,2.4,3.3,73.7,9.9,3.2,1.9,0.4,2.4,,,,,,
396,D.J. Cooper,G,37,35.5,13.5,4.2,11.3,37.4,1.8,5.5,31.9,3.3,4.3,76.6,5.4,5.9,2.5,0.3,2.7,,,,,,
397,Antonio Hanson,G,32,30.5,13.4,4.6,11.3,41.1,3.1,7.5,41.5,1.1,1.2,89.5,1.6,1.1,1.0,0.0,1.6,,,,,,
398,Ed Davis,F,23,27.9,13.4,4.8,8.3,57.8,0.0,0.0,0.0,3.8,5.7,65.9,9.6,1.0,0.4,2.8,2.0,Yes,13.0,2010.0,Yes,13.0,2010.0
399,Xavier Henry,G,36,27.5,13.4,4.5,9.8,45.8,1.9,4.6,41.8,2.5,3.2,78.3,4.4,1.5,1.5,0.5,1.9,Yes,12.0,2010.0,Yes,12.0,2010.0
400,Roman Gentry,G-F,32,29.4,13.4,4.7,11.2,42.3,1.3,3.8,34.7,2.7,3.1,85.0,4.2,2.3,1.1,0.3,1.9,,,,,,
400,Carl Montgomery,F,32,28.8,13.4,5.3,11.3,47.2,0.0,0.2,0.0,2.7,4.8,56.9,8.4,0.9,1.0,1.1,2.9,,,,,,
402,A.J. Ogilvy,C,33,23.2,13.4,4.3,8.5,50.9,0.0,0.0,0.0,4.8,6.5,73.1,6.2,0.9,1.0,1.5,1.9,,,,,,
402,Bryquis Perine,G,33,33.5,13.4,4.6,11.4,40.4,1.0,2.9,33.3,3.2,4.2,76.8,2.7,4.2,1.1,0.2,2.3,,,,,,
404,Augustus Gilchrist,F,18,28.2,13.4,4.4,9.2,48.5,0.7,1.5,48.1,3.8,5.0,75.6,5.9,0.5,0.2,0.9,2.3,,,,,,
405,Will Pratt,F,29,20.3,13.4,4.8,9.8,49.1,0.7,2.2,32.3,3.1,5.2,59.3,4.1,1.0,1.0,0.2,2.2,,,,,,
406,Kimmani Barrett,G,16,35.1,13.4,4.4,9.5,46.1,1.9,4.8,39.5,2.8,3.8,72.1,3.7,1.4,1.3,0.4,1.9,,,,,,
406,Frank Davis,G,32,31.6,13.4,4.1,9.2,45.1,2.8,6.2,44.4,2.4,2.9,80.9,2.2,2.0,1.1,0.0,1.8,,,,,,
408,R.J. Evans,G,28,29.4,13.4,5.0,11.5,43.5,0.3,1.3,20.0,3.1,6.0,51.5,5.1,2.6,0.6,0.2,3.1,,,,,,
409,Corey Fisher,G,33,27.0,13.3,4.1,9.1,44.7,1.2,2.9,39.6,4.1,5.3,77.0,2.8,3.9,1.3,0.2,2.1,,,,,,
410,Eddie Williams,G,31,36.1,13.3,5.0,9.8,51.5,1.2,2.8,40.9,2.1,3.5,59.1,5.9,2.7,1.9,0.1,1.9,,,,,,
410,Jake Cohen,F,31,22.7,13.3,4.9,10.5,46.6,0.9,2.9,31.1,2.7,3.8,70.9,5.1,0.8,0.5,1.2,2.1,,,,,,
412,Drew Spradlin,G,32,30.0,13.3,4.8,11.9,40.5,1.9,5.3,36.5,1.8,3.1,56.6,4.6,1.8,0.7,0.1,2.1,,,,,,
413,Chauncey Gilliam,F,29,29.3,13.3,4.3,10.4,41.6,1.5,4.3,34.7,3.1,3.9,81.3,3.7,1.3,1.5,0.3,2.0,,,,,,
414,Obi Muonelo,G,33,30.6,13.3,4.5,10.4,43.3,2.4,5.7,42.6,1.9,3.2,58.9,5.0,2.4,0.9,0.3,2.0,,,,,,
414,Justin Robinson,G,33,32.8,13.3,4.4,10.5,42.2,1.9,4.3,44.8,2.5,2.8,88.3,3.5,2.8,1.5,0.2,1.7,,,,,,
416,Jake Thomas,G,32,32.6,13.3,3.8,8.9,42.1,2.8,6.3,44.1,3.0,3.6,82.8,4.0,2.2,1.0,0.3,1.8,,,,,,
417,Jeffery Taylor,F,33,26.8,13.3,4.5,9.1,49.3,0.0,0.3,9.1,4.3,5.7,74.6,5.2,1.7,1.1,0.4,2.2,,,,,,
417,Michael Craion,F,33,31.2,13.3,5.0,9.9,50.8,0.1,0.5,20.0,3.1,4.9,63.6,7.3,1.6,1.3,1.0,2.3,,,,,,
419,Scott Thomas,F,30,34.7,13.2,4.6,10.9,42.1,1.2,4.5,26.9,2.8,4.2,66.9,6.3,2.8,1.6,0.7,2.1,,,,,,
420,Montarrio Haddock,G-F,32,28.2,13.2,4.8,9.8,48.9,0.8,2.0,39.7,2.9,3.4,83.6,5.7,1.3,0.8,0.1,2.3,,,,,,
421,Ravern Johnson,G,35,28.9,13.2,4.9,10.3,47.8,2.5,6.1,40.7,0.8,1.2,65.1,3.4,0.7,0.4,0.5,1.3,,,,,,
422,Delroy James,F,36,27.1,13.2,4.6,10.9,42.0,1.3,4.0,32.2,2.7,3.7,73.7,5.3,1.6,1.4,1.3,2.0,,,,,,
422,Leroy Nobles,G-F,36,32.8,13.2,4.0,9.0,44.6,1.9,4.6,42.2,3.2,4.0,79.2,4.3,1.5,0.8,0.2,2.0,,,,,,
424,Ish Smith,G,31,36.8,13.2,5.7,13.5,42.0,0.4,1.7,22.2,1.4,2.9,49.4,4.9,6.0,1.7,0.6,3.1,,,,,,
425,Kenny Lawson Jr,C,34,24.1,13.1,4.8,8.9,53.8,0.2,0.4,61.5,3.3,4.1,81.9,6.8,0.6,0.4,1.5,1.4,,,,,,
425,Hassan Whiteside,F,34,26.1,13.1,4.9,9.4,52.4,0.1,0.1,60.0,3.2,5.5,58.8,8.9,0.3,0.6,5.4,1.9,Yes,33.0,2010.0,Yes,33.0,2010.0
427,Tajuan Porter,G,28,30.1,13.1,4.4,12.1,36.4,2.4,6.5,36.1,2.0,2.2,91.8,2.5,2.0,1.0,0.0,2.5,,,,,,
427,Dairese Gary,G,35,28.6,13.1,3.6,7.9,45.0,0.4,1.3,34.1,5.6,7.4,75.0,2.8,3.9,1.0,0.0,1.8,,,,,,
427,Josh Sain,F,21,26.0,13.1,4.4,11.9,37.2,2.0,5.4,36.8,2.3,3.5,64.9,3.8,1.7,1.4,0.1,3.1,,,,,,
430,Christian Morris,C,8,28.6,13.1,4.8,9.8,48.7,0.0,0.0,0.0,3.6,6.0,60.4,6.3,0.0,0.3,0.6,3.9,,,,,,
431,Edgar Sosa,G,33,27.5,13.1,4.5,10.0,45.0,2.0,5.3,38.3,2.1,3.2,65.4,2.1,4.5,0.9,0.1,2.7,,,,,,
432,Mitch Rueter,F,30,29.9,13.1,4.3,9.6,44.6,1.4,3.7,37.5,3.2,4.4,71.4,5.1,1.1,0.7,0.4,2.2,,,,,,
433,Sam Maniscalco,G,31,33.4,13.1,4.0,8.7,46.5,1.5,4.4,34.8,3.5,4.2,84.5,2.7,3.4,1.1,0.1,1.8,,,,,,
434,Gani Lawal,F,36,25.8,13.1,4.8,9.0,52.9,0.0,0.0,0.0,3.5,6.2,57.2,8.5,0.4,0.4,1.4,2.2,Yes,46.0,2010.0,Yes,46.0,2010.0
435,Derrio Green,G,31,28.6,13.1,4.0,10.9,36.5,2.5,8.1,31.3,2.6,3.2,81.6,2.4,2.3,1.5,0.1,1.7,,,,,,
436,Tracy Rankins,G,26,32.7,13.0,4.4,11.7,37.8,1.6,5.2,30.6,2.6,3.6,73.1,2.7,1.5,0.8,0.1,2.1,,,,,,
437,Brandon Long,G,30,31.1,13.0,4.1,11.7,35.1,1.9,5.9,31.5,3.0,3.8,77.4,3.6,1.5,1.3,0.1,1.8,,,,,,
437,Nick Leon,G,30,33.9,13.0,4.3,11.6,37.2,1.6,4.8,33.3,2.8,3.2,85.6,2.7,2.6,1.1,0.1,3.2,,,,,,
439,Darnell Porter,G,32,24.3,13.0,3.5,8.4,41.6,1.7,4.1,40.5,4.3,5.5,79.4,4.5,1.8,1.3,0.4,2.6,,,,,,
439,Lazar Trifunovic,F,27,30.8,13.0,5.4,12.1,44.8,0.3,0.9,36.0,1.8,2.9,62.3,8.1,2.4,0.7,0.2,3.5,,,,,,
439,Jon Diebler,G,37,37.2,13.0,4.0,9.1,43.8,3.1,7.5,42.0,1.9,2.1,87.3,2.8,1.5,1.1,0.1,1.0,Yes,51.0,2011.0,,,
439,Stephen Lumpkins,F,31,29.9,13.0,5.1,9.8,51.5,0.0,0.0,0.0,2.9,5.0,57.1,8.5,1.3,0.5,1.5,1.4,,,,,,
